,val_loss,val_acc,loss,acc,lr
0,1.6034810864925384,0.37900000149011615,1.7288152349692594,0.29181854272681196,0.0010000000474974513
1,1.4541332255601882,0.4569999986290932,1.4430584908607285,0.4377639033990669,0.0010000000474974513
2,1.3686539110541345,0.5109999942481518,1.3021595527059766,0.5039517845563343,0.0010000000474974513
3,1.2008304524421691,0.5529999947845936,1.2317269481744084,0.5328593597941622,0.0010000000474974513
4,1.2879167934060096,0.5299999895691871,1.1801186768683134,0.5538633656289242,0.0010000000474974513
5,1.179248375415802,0.5559999858140945,1.1485475409039088,0.5632826878729462,0.0010000000474974513
6,1.3392625173330308,0.4860000019967556,1.1128579892110289,0.5813634558974903,0.0010000000474974513
7,1.0721179776787757,0.6029999881386757,1.0864103232696962,0.5908549568560093,0.0010000000474974513
8,1.094490812420845,0.5899999889135361,1.0613805967552787,0.6000577429952597,0.0010000000474974513
9,1.097710329890251,0.5789999838769436,1.038398001832789,0.6077447760504806,0.0010000000474974513
10,1.1039830020070076,0.5989999893307686,1.018349385695196,0.6173806344745625,0.0010000000474974513
11,1.0378783912658691,0.6249999980330467,0.9949896730736139,0.6267277780062385,0.0009000000427477062
12,1.0122585787177085,0.6029999915957451,0.9770428695890034,0.6334403984501661,0.0009000000427477062
13,0.9973170264959336,0.6269999956488609,0.9657870894573902,0.6351005088427285,0.0009000000427477062
14,1.0072131794095038,0.6329999923706054,0.9503780192420924,0.6435093291225108,0.0009000000427477062
15,0.9837786509990692,0.628999986231327,0.9348580052638468,0.6495362517937736,0.0009000000427477062
16,0.952035140156746,0.6329999884963036,0.9211019289425156,0.6557797105461461,0.0009000000427477062
17,0.9810839286446571,0.628999997138977,0.9118379411588456,0.6571511061258931,0.0009000000427477062
18,0.969840008020401,0.6399999930262565,0.8875472539708272,0.6692049514426057,0.0008100000559352338
19,0.9544963486790657,0.6460000020861626,0.8728706643575281,0.6734995849616362,0.0008100000559352338
20,1.0054309148788452,0.6319999969601631,0.8565407237902823,0.6795625970202629,0.0008100000559352338
21,1.0192806433439254,0.6389999961853028,0.8547767080228673,0.6774694142568253,0.0008100000559352338
22,0.9310484237670898,0.6709999943971634,0.8395521825771614,0.6875744342390945,0.0008100000559352338
23,1.106703671336174,0.6189999945759773,0.8295645467247836,0.689920242550596,0.0008100000559352338
24,0.9556858738064766,0.6509999961853027,0.8162482940043713,0.696308058738416,0.0008100000559352338
25,0.9380660504698753,0.6619999902844429,0.8072581488389455,0.7014327474655586,0.0008100000559352338
26,0.9279146251678467,0.6619999885559082,0.7877455183391797,0.7051499512664612,0.0007290000794455409
27,1.0279086174964904,0.6319999952912331,0.7770040501153105,0.70883106566064,0.0007290000794455409
28,0.9051146177649498,0.6889999910593033,0.7643869264114036,0.7148940777665909,0.0007290000794455409
29,0.9508929724097251,0.6619999849796295,0.757097468195812,0.7171677071850545,0.0007290000794455409
30,0.9202071373462677,0.6649999939799309,0.7442921031910569,0.7254321700853178,0.0007290000794455409
31,0.9705060891509056,0.6479999980330468,0.7308914779502494,0.7259735104010241,0.0007290000794455409
32,0.9307964596748352,0.6639999954104423,0.7160283330458367,0.7340936158228181,0.0006561000482179224
33,0.9124712802171707,0.67799999666214,0.7083288117323088,0.7369807644048529,0.0006561000482179224
34,0.9349534714818001,0.6729999917149544,0.7053786762790913,0.7370168536760577,0.0006561000482179224
35,0.9307200548052788,0.6769999944567681,0.6778638982636017,0.7488180735415056,0.0005904900608584285
36,0.9606941118240356,0.6689999928474426,0.6719944056370467,0.7498646648995625,0.0005904900608584285
37,0.9849321063160896,0.6669999935626983,0.6606508100848931,0.7541232090118692,0.0005904900608584285
38,1.0380882989764213,0.6529999920725822,0.6398476736497121,0.762243314476685,0.0005314410664141178
39,0.9868135794997215,0.6569999929070472,0.6356191989675036,0.7658522501176471,0.0005314410664141178
40,0.9669587735533715,0.669999993622303,0.6244849810601485,0.7673319137669886,0.0005314410664141178
41,0.9430187687277793,0.6770000034570693,0.6130657266514739,0.7728896748262868,0.00047829694813117385
42,1.0597829109430312,0.6519999952316284,0.5936407307793085,0.7797827421016301,0.00047829694813117385
43,1.0544009330272675,0.6459999858736992,0.5895384819841707,0.782525533166476,0.00047829694813117385
44,0.9685360521674157,0.6729999955892563,0.5755474771315465,0.7863870944350925,0.00043046724749729037
45,0.9747858084440232,0.6669999899268151,0.5635284325972739,0.7918726766938498,0.00043046724749729037
46,0.9620453147292137,0.67799999666214,0.5580198228684038,0.7953733444308515,0.00043046724749729037
47,0.9653881886601448,0.688999992787838,0.5405962508688194,0.8000288714320215,0.0003874205285683274
